companyUrl,companyId,regularCompanyUrl,companyName,logoUrl,description,companyType,name,employeesCount,location,query,timestamp
https://www.linkedin.com/sales/company/18369133,18369133,https://www.linkedin.com/company/18369133,Century 21 Immo BW,https://media-exp1.licdn.com/dms/image/C560BAQHzeQI2eYV76w/company-logo_100_100/0/1594897744385?e=1643241600&v=beta&t=mW2S2yJNXPJbF5Grfx5NkhkWtkc1aWRmYCukTXnBsu4,"Century21 Immo BW, c'est l'agence immobilière favorite des habitants du Brabant Wallon. 
À sa tête, Michel Groulus, dont les valeurs principales demeurent la proximité et le suivi individuel de la clientèle. 

De la vente à l'acquisition de votre bien, toute l'équipe de Century 21 Immo BW vous accompagnera. Une gestion unique qui passe également par la gestion locative, le syndic ou le viager, bref, une expérience complète et variée permettant au client une confiance totale.",Immobilier,Century 21 Immo BW,1-10 employés,"Wavre, Région wallonne, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.507Z
https://www.linkedin.com/sales/company/10238569,10238569,https://www.linkedin.com/company/10238569,Immo-1,https://media-exp1.licdn.com/dms/image/C4E0BAQEO1S-N-H386w/company-logo_100_100/0/1519900667152?e=1643241600&v=beta&t=YhzfO_7-S7AQtTnAdGHxfNMYTkqXg44qNnukv3SwT4Y,"Immo-1 est une agence immobilière spécialisée dans le courtage (achat, vente, location) et la gestion locative de biens immobiliers. 

Son secteur d'activité s'étend sur la périphérie liégeoise mais aussi sur le territoire du Limbourg. 

Nous fournissons à nos clients un résultat grâce à un service ""sur mesure"" fourni par une équipe d'agents immobiliers agréés IPI dynamiques, polyvalents et créatifs. 

Email : info@immo-1.be 
Website : www.immo-1.be",Immobilier,Immo-1,1-10 employés,"Herstal, Région wallonne, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.507Z
https://www.linkedin.com/sales/company/10024837,10024837,https://www.linkedin.com/company/10024837,Immo 5 Expert,https://media-exp1.licdn.com/dms/image/C4E0BAQGLlWPg_Zlfag/company-logo_100_100/0/1519881271055?e=1643241600&v=beta&t=BRn8oet8sJHcLpepz2rcbrcsJw6Uvuaj3GOkkd2aBcs,"La gestion locative de biens immobiliers demande une grande disponibilité et peut présenter de nombreuses difficultés. Confiez la gestion locative de vos maisons ou appartements à un professionnel, déchargez-vous de vos contraintes et rentabilisez au mieux votre patrimoine immobilier. En dehors d'un gain de temps indéniable, une bonne gestion constitue en effet la seule possibilité de valoriser votre bien !

IMMO 5 EXPERT vous propose une gestion locative compétente et personnalisée, en accord avec la législation, les normes et les aspects administratifs, techniques, juridiques et comptables en vigueur. Tout en restant à l'écoute de vos attentes, nous vous garantissons une prise en charge intégrale dans un souci de clarté, de transparence et de confidentialité.",Immobilier,Immo 5 Expert,1-10 employés,"Bruxelles, Région de Bruxelles-Capitale, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.507Z
https://www.linkedin.com/sales/company/17987429,17987429,https://www.linkedin.com/company/17987429,ELLIPSIS Immo,https://media-exp1.licdn.com/dms/image/C510BAQHRoDGZ8K_6RQ/company-logo_100_100/0/1519876142634?e=1643241600&v=beta&t=SUNWqpP1Eil2-l1tRqF9ZRux7HjRp7LPgvMw7vAQzOU,"ELLIPSIS Immo est une agence immobilière à taille humaine spécialisée en Vente, Location et Gestion Locative sur Bruxelles et sa périphérie. Nous vous proposons des conseils financiers, juridiques et fiscaux; une estimation réaliste ; une mise en valeur de votre bien ; une commercialisation sur mesure et une prise en charge administrative en fonction de vos souhaits ou besoins, l’ensemble en toute sérénité et tranquillité. L'expérience, l'expertise et la passion au service de l'efficacité.

Un 1er contact, un 1er conseil sans engagement?  N'hésitez pas à nous contacter !
                                                                                                                               
                  ELLIPSIS, L'IMMOBILIER EN TOUTE TRANQUILLITÉ.",Immobilier,ELLIPSIS Immo,1-10 employés,"Bruxelles, Région de Bruxelles-Capitale, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.507Z
https://www.linkedin.com/sales/company/20559407,20559407,https://www.linkedin.com/company/20559407,Gestionloc,https://media-exp1.licdn.com/dms/image/C4D0BAQEpxdlXrLdwpQ/company-logo_100_100/0/1566892131171?e=1643241600&v=beta&t=81xUf8HFCCuuJph91XEfID4ozZV1EhalaHLGWvfh1_A,Nous nous occupons d’une part de la gestion locative de votre bien et d’autre part de son ameublement. Ceci afin de vous offrir une tranquillité absolue et une gestion optimale sur le long terme.,Immobilier,Gestionloc,1-10 employés,"Bruxelles, Région de Bruxelles-Capitale, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.507Z
https://www.linkedin.com/sales/company/14507316,14507316,https://www.linkedin.com/company/14507316,Codim - Services immobiliers,https://media-exp1.licdn.com/dms/image/C510BAQHvLUCuEPx83A/company-logo_100_100/0/1544128554851?e=1643241600&v=beta&t=nmiCDZNI2uBF31stmockJrejpkv2GCL5CeM4Abk-UnA,"En tant qu’investisseur dans le secteur de l’immobilier, j’ai visité beaucoup de maisons et d’appartements, partout en Belgique francophone.
Cette activité m’a mis en rapport avec nombre d’agences et souvent mon expérience avec elles était plutôt décevante.
J’ai trouvé qu’il était possible de faire mieux. 

L’achat d’un bien immobilier est le projet d’une vie pour la plupart d’entre nous. Il est donc important d’appréhender cette expérience avec un interlocuteur expérimenté et à l’écoute. C’est ainsi que l’idée m’est venue de créer CODIM.

Issu  du monde de l’informatique, je suis précis, j’ai un esprit d’analyse et suis rôdé aux nouvelles technologies. 
 Ma certification d’état de coach professionnel me donne des atouts dans la communication, de même que dans l’aspect commercial de la profession. 

Etant personnellement propriétaire-bailleur depuis des années, j’ai acquis un 
savoir-faire et je peux m’appuyer sur des compétences utiles que je mettrai à votre service. 

Je me suis d’abord vu confier par des propriétaires, la gestion de leurs biens mis en location et progressivement leurs demandes m’ont conduit à étendre mes services à la location et à la vente.   
Pour les propriétaires qui souhaitent malgré tout vendre eux-mêmes, j’ai créé un service de coaching immobilier performant afin de les seconder au mieux dans cette tâche.  

 
Les points forts de CODIM sont :

L’analyse et la connaissance approfondie du bien à vendre ou à louer,
La vérification précise de toutes les dispositions légales,
Les outils technologiques et un marketing des plus performants,
Une formation permanente 
Une solide expérience en gestion locative.
. 
L'accompagnement, l'écoute et la réactivité sont inscrits dans l'ADN de CODIM. .
Nous développerons  avec vous une relation de confiance, authentique et transparente.
Enfin, notre originalité  en matière de communication fera la différence. ",Immobilier,Codim - Services immobiliers,1-10 employés,"Eghezée, Région wallonne, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.508Z
https://www.linkedin.com/sales/company/10847831,10847831,https://www.linkedin.com/company/10847831,Smovin,https://media-exp1.licdn.com/dms/image/C4D0BAQH6Eod0wAkYlA/company-logo_100_100/0/1589796377213?e=1643241600&v=beta&t=xNK3jCEZUX4FLdEKwQMAXFcYAFhFtWltM6R3GHHxnHY,"Suivi automatique des loyers, envoi de rappels de paiement, calcul d’indexation, gestion de fin de bail… Le tout en quelques clics ! Grâce à notre savoir-faire et le top des nouvelles technologies, toutes les informations dont vous avez besoin sont accessibles partout, à tout moment. Notre priorité ? Améliorer continuellement notre produit grâce aux retours de nos utilisateurs.",Immobilier,Smovin,11-50 employés,"La Hulpe, Région wallonne, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.508Z
https://www.linkedin.com/sales/company/28849504,28849504,https://www.linkedin.com/company/28849504,SOGIS,https://media-exp1.licdn.com/dms/image/C560BAQGMh8SAFONEjQ/company-logo_100_100/0/1570113226647?e=1643241600&v=beta&t=0khB16td6ileyKsi60XR5H7Iau5XAkccjH2Lj8hKBik,"Sogis SPRL/BVBA est un éditeur belge de logiciels immobiliers, filiale du groupe easySolutions, basé au Luxembourg.

Avec 16 années d’expériences, le groupe est devenu un acteur majeur du marché européen francophone, en étant installé en Belgique, en France et au Luxembourg.

Fort de plusieurs centaines de cabinets de Syndic et de Gestion, Sogis est devenue la référence sur le marché Belge, en offrant des logiciels souples, complets, et surtout  évolutifs. 

Sogis dispose d’une équipe de 30 collaborateurs, dont 14 développeurs, 4 HelpDesk et  2 formateurs. ",Logiciels informatiques,SOGIS,11-50 employés,"Nivelles, Région wallonne, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.508Z
https://www.linkedin.com/sales/company/12906802,12906802,https://www.linkedin.com/company/12906802,Log'Iris,https://media-exp1.licdn.com/dms/image/C560BAQEvtESeHr2t0A/company-logo_100_100/0/1519868369424?e=1643241600&v=beta&t=Y7hcxpnZMCakCxIKIrYvT9bqYjNEJI6CSrSJDZ-CPDQ,Log'Iris est une Société Immobilière de Service Public (SISP) née de la fusion entre Le Foyer Etterbeekois et Le Foyer Koekelbergeois. Elle est agréée par la Société du Logement de la Région de Bruxelles-Capitale (SLRB). Elle assure la gestion et la mise en location de quelques 2.000 logements sociaux répartis sur le territoire des communes d'Etterbeek et de Koekelberg. ,Immobilier,Log'Iris,51-200 employés,"Bruxelles, Région de Bruxelles-Capitale, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.508Z
https://www.linkedin.com/sales/company/18112370,18112370,https://www.linkedin.com/company/18112370,Gestis Sprl,https://media-exp1.licdn.com/dms/image/C4D0BAQEYSpchuikYqQ/company-logo_100_100/0/1519865395292?e=1643241600&v=beta&t=lTUT-3_imLJY7k5VlS5zXd8UCYhX4cTTJVZFL5Yt89g,"L’immobilier est plus que jamais un facteur d’investissement rentable et durable. Les faibles taux d’intérêt, le besoin accru de logements, et les risques sur les marchés financiers, placent l’immobilier comme un vecteur d’investissement majeur en Belgique.

Néanmoins, le rythme de vie actuel, composé d'une activité professionnelle au moins, d'une famille, d'un ménage, et d'un minimum de loisirs, ne laissent que peu de place à la gestion de son patrimoine immobilier. Enfin, la gestion des relations humaines n'est pas toujours chose aisée. Une bonne relation avec son locataire, une bonne communication quant aux devoirs de celui-ci et la gestion de conflits éventuels avec ce dernier, sont autant difficultés que l'on peut rencontrer.

La société Gestis est consciente de ces réalités, et souhaite vous conseiller à faire grandir et/ou fructifier votre patrimoine immobilier.

Pour ce faire, elle propose de s'occuper de la gestion, la location et la vente de votre patrimoine privé.

Collaborer avec Gestis, société professionnelle et axée sur la relation humaine avec ses clients, vous garantit:

Une gestion professionnelle de votre patrimoine immobilier
Des spécialistes juridiques, comptables et techniques, à disposition en interne ou en free-lance
Une maîtrise parfaite des législations relatives à la gestion de votre bien
Une expertise dans la gestion de conflits, récupération de créances ou dossiers judiciaires
Une spécialisation dans la gestion des assurances et sinistres
Une garantie de prix négociés avec des sous-traitants, que ce soit pour les énergies, pour l’entretien de votre bien ou pour la demande de devis relatifs à des travaux à réaliser",Immobilier,Gestis Sprl,1-10 employés,"Liège, Région wallonne, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.508Z
https://www.linkedin.com/sales/company/13032402,13032402,https://www.linkedin.com/company/13032402,B-Smart Estate,https://media-exp1.licdn.com/dms/image/C4D0BAQEPnnJx613zhA/company-logo_100_100/0/1547908408784?e=1643241600&v=beta&t=shSSvFnu9VLB5xwdbHoxyR6DbRcl-dWlsXEYv4_0nMM,"B-Smart Estate est une société indépendante privilégiant des relations solides et durables avec ses clients.
A BRUXELLES ET EN BRABANT WALLON ET FLAMAND
B-Smart Estate possède une très bonne connaissance du parc immobilier à Bruxelles et Brabant wallon et flamand.
*TECHNOLOGIQUE
A la pointe des évolutions technologiques dans le monde de l’immobilier, nous partageons avec nos clients notre expérience et en assurons la mise en œuvre.
*INNOVANTE
B-Smart Estate met à disposition de ses clients des outils de gestion et collaboratifs performants et innovants. Nos clients profitent sans risque du fruit des dernières innovations dans le secteur.",Immobilier,B-Smart Estate,1-10 employés,"Bruxelles, Région de Bruxelles-Capitale, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.508Z
https://www.linkedin.com/sales/company/22596267,22596267,https://www.linkedin.com/company/22596267,NORBELCO BRABANT IMMOBILIERE,https://media-exp1.licdn.com/dms/image/C560BAQG9ZVeOexV56A/company-logo_100_100/0/1621413584976?e=1643241600&v=beta&t=NzYvGQwA-mGFqYPLtXQebKdzeE_OfJ7k9EVyimna63s,"Active depuis 1997, la SA Norbelco Brabant Immobilière est une entreprise familiale spécialisée dans l’acquisition et la gestion d’immeubles de rapport en Wallonie.
",Immobilier,NORBELCO BRABANT IMMOBILIERE,1-10 employés,"Wavre, Région wallonne, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.508Z
https://www.linkedin.com/sales/company/37548254,37548254,https://www.linkedin.com/company/37548254,Immobilière des 3 Provinces,https://media-exp1.licdn.com/dms/image/C560BAQH7VeTrLfPzpA/company-logo_100_100/0/1582730481865?e=1643241600&v=beta&t=TrQujKoGKlYG3Xqs42-A9jCPcWonKC3Vlvd2WnRyCr8,"L’immobilière des 3 provinces vous propose une gamme étendue de services immobiliers. 

la vente de votre immeuble,
la sélection de vos futures locataires, 
la gestion de vos immeubles et locataires
la gestion, le suivi ainsi que la réalisation de vos travaux de rénovation ou d’aménagement
l’étude de rentabilité de vos projets d’investissements immobiliers
…

Grâce à nos expériences respectives dans ces domaines d’activités, nous vous garantissons de vous apporter les explications et solutions fiables.
",Immobilier,Immobilière des 3 Provinces,1-10 employés,"Soheit-Tinlot, Région wallonne, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.508Z
https://www.linkedin.com/sales/company/1956618,1956618,https://www.linkedin.com/company/1956618,HENDRIX Immobilier d'entreprises,https://media-exp1.licdn.com/dms/image/C4E0BAQFseQNnArdfag/company-logo_100_100/0/1573643823861?e=1643241600&v=beta&t=EsxThUxqDzKCHn0m8YKLTW-YPmq8A3HBjzkxIbmGUJk,"HENDRIX IMMOBILIER D'ENTREPRISE

Au-delà de l’immobilier résidentiel, nous sommes depuis 10 ans le spécialiste",Immobilier,HENDRIX Immobilier d'entreprises,11-50 employés,"Wavre, Région wallonne, Belgique",https://www.linkedin.com/sales/search/company?geoIncluded=100565514&keywords=gestion%20locative&searchSessionId=4LjE9GelQ6mqyIb05%2FYnXg%3D%3D,2021-10-25T12:29:36.508Z
